protein_per_100g,sugar_per_100g,fat_per_100g,fiber_per_100g,calories_per_100g,sodium_per_100g,has_artificial_sweetener,has_preservatives,has_trans_fat,ingredient_risk_count,category,health_score,risk_labels
11.7,4.2,13.8,5.2,398.7,326.5,0,0,0,1,SNACKS,78,NONE
0.0,1.8,0.2,0.4,16.3,23.2,0,0,0,0,BEVERAGES,75,LOW_FIBER
14.0,1.2,8.5,6.9,319.1,428.4,0,0,0,1,INSTANT_NOODLES_RTE,95,NONE
8.5,9.3,12.4,4.1,391.6,244.2,0,0,0,0,BISCUITS_COOKIES,70,NONE
4.5,12.2,32.3,0.8,552.3,877.1,1,1,0,3,SNACKS,13,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.1,10.8,0.2,0.0,54.6,186.2,0,1,0,2,BEVERAGES,29,"PRESERVATIVES,LOW_FIBER"
3.9,49.0,30.6,0.1,542.3,89.9,1,1,0,2,CHOCOLATES_CONFECTIONERY,23,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE"
4.5,3.5,5.9,1.6,142.1,457.9,0,0,0,1,SAUCES_SPREADS,70,LOW_FIBER
12.9,24.9,21.9,2.8,425.5,636.3,0,1,0,4,PROTEIN_BAR,7,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
0.4,13.2,0.0,0.0,60.3,213.3,1,0,0,2,ENERGY_DRINKS,21,"ARTIFICIAL_SWEETENER,LOW_FIBER"
0.0,10.4,0.0,0.0,62.9,214.4,0,0,0,2,ENERGY_DRINKS,29,LOW_FIBER
3.1,8.0,26.5,1.5,552.9,792.6,0,0,1,6,SNACKS,11,"HIGH_FAT,TRANS_FAT,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
5.1,3.2,4.9,0.6,88.5,174.9,0,0,0,0,DAIRY_PRODUCTS,87,LOW_FIBER
5.1,14.6,6.8,4.4,408.4,343.5,1,0,0,2,BREAKFAST_CEREAL,52,ARTIFICIAL_SWEETENER
8.4,5.8,3.1,1.2,57.8,58.7,0,0,0,0,DAIRY_PRODUCTS,84,LOW_FIBER
7.2,26.2,19.3,2.8,461.3,677.2,0,0,0,3,PROTEIN_BAR,9,"HIGH_SUGAR,HIGH_FAT,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
14.9,16.2,16.9,7.2,414.3,275.7,1,0,0,3,PROTEIN_BAR,34,"ARTIFICIAL_SWEETENER,MANY_RISKY_INGREDIENTS"
0.1,1.0,0.0,0.0,16.3,90.4,0,0,0,1,ENERGY_DRINKS,73,LOW_FIBER
12.8,5.6,7.8,11.4,354.5,185.6,0,0,0,0,BREAKFAST_CEREAL,91,NONE
3.5,51.0,35.7,1.4,572.4,145.4,1,0,0,2,CHOCOLATES_CONFECTIONERY,13,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE"
7.0,6.8,22.0,1.6,320.4,1022.0,1,1,0,3,FROZEN_FOODS,28,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
3.0,6.8,18.2,1.5,444.2,1766.5,0,1,0,5,INSTANT_NOODLES_RTE,23,"HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.5,12.2,0.2,0.0,62.2,168.6,0,1,0,4,BEVERAGES,25,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
7.0,16.8,18.9,3.6,472.5,65.7,0,0,0,0,CHOCOLATES_CONFECTIONERY,72,"HIGH_FAT,HIGH_CALORIE"
6.6,5.1,1.2,1.0,80.0,170.4,0,0,0,0,DAIRY_PRODUCTS,80,LOW_FIBER
5.0,6.6,18.6,0.7,378.5,1083.1,1,1,0,4,FROZEN_FOODS,26,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.1,11.9,0.0,0.0,46.6,360.3,1,1,0,3,ENERGY_DRINKS,19,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
18.4,15.9,10.9,5.0,408.8,315.1,1,1,0,0,PROTEIN_BAR,41,"ARTIFICIAL_SWEETENER,PRESERVATIVES"
1.1,10.2,16.3,0.3,242.2,619.5,1,0,0,2,SAUCES_SPREADS,35,"ARTIFICIAL_SWEETENER,LOW_FIBER"
1.7,22.8,27.6,0.2,338.0,893.4,0,1,0,2,SAUCES_SPREADS,16,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM"
6.1,9.0,8.1,0.1,135.1,314.2,1,0,0,1,DAIRY_PRODUCTS,61,"ARTIFICIAL_SWEETENER,LOW_FIBER"
0.5,2.7,0.1,0.3,20.2,47.7,0,0,0,0,BEVERAGES,63,LOW_FIBER
1.0,0.1,0.0,0.9,7.8,55.6,0,0,0,0,BEVERAGES,75,LOW_FIBER
5.9,23.2,22.3,3.2,412.8,652.9,0,1,1,3,PROTEIN_BAR,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
8.9,2.6,16.4,1.6,393.7,792.6,1,1,0,1,INSTANT_NOODLES_RTE,48,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
3.7,26.3,12.8,3.2,449.0,468.2,0,1,0,2,BREAKFAST_CEREAL,30,"HIGH_SUGAR,PRESERVATIVES"
14.3,16.5,13.4,3.7,396.5,264.8,0,1,0,2,PROTEIN_BAR,40,PRESERVATIVES
1.6,0.3,0.2,1.0,20.9,52.2,0,0,0,0,BEVERAGES,70,LOW_FIBER
0.3,13.8,0.0,0.0,63.9,203.6,0,1,0,3,ENERGY_DRINKS,22,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
23.4,21.8,14.5,1.7,407.5,403.1,0,1,0,4,HEALTH_SUPPLEMENTS,37,"HIGH_SUGAR,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
5.0,3.7,17.5,1.6,451.2,473.5,0,1,0,3,SNACKS,46,"PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
8.7,4.1,12.9,3.1,425.5,795.0,1,1,0,2,INSTANT_NOODLES_RTE,60,"ARTIFICIAL_SWEETENER,PRESERVATIVES"
12.3,11.6,15.9,7.1,371.9,439.6,1,1,0,2,PROTEIN_BAR,38,"ARTIFICIAL_SWEETENER,PRESERVATIVES"
0.2,14.9,0.0,0.0,61.7,326.9,0,1,0,4,ENERGY_DRINKS,20,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
60.3,3.2,5.2,6.3,371.2,115.9,0,0,0,0,HEALTH_SUPPLEMENTS,97,NONE
3.0,50.9,39.2,0.2,565.6,198.2,1,1,0,3,CHOCOLATES_CONFECTIONERY,6,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
0.2,11.0,0.4,0.0,42.5,98.0,0,1,0,4,BEVERAGES,30,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
4.6,34.3,10.5,4.4,423.6,693.7,1,0,0,3,BREAKFAST_CEREAL,20,"HIGH_SUGAR,ARTIFICIAL_SWEETENER,MANY_RISKY_INGREDIENTS"
2.2,27.6,28.8,0.5,538.6,383.8,1,1,0,3,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
7.8,21.5,24.4,5.5,466.0,85.2,0,0,0,0,CHOCOLATES_CONFECTIONERY,61,"HIGH_SUGAR,HIGH_FAT,HIGH_CALORIE"
9.4,12.0,6.2,6.3,385.2,268.0,0,0,0,2,BREAKFAST_CEREAL,68,NONE
61.1,4.0,7.5,3.7,368.7,158.4,0,0,0,0,HEALTH_SUPPLEMENTS,93,NONE
4.1,37.6,29.9,1.2,519.1,488.5,1,1,0,5,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
0.1,0.8,0.0,0.6,10.7,83.3,0,0,0,0,BEVERAGES,75,LOW_FIBER
4.5,41.1,25.5,2.8,522.6,116.8,0,1,0,1,CHOCOLATES_CONFECTIONERY,38,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,HIGH_CALORIE"
0.8,6.4,0.0,0.0,35.7,153.6,1,1,0,1,ENERGY_DRINKS,42,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
4.1,37.3,32.4,2.1,481.6,136.9,0,1,0,2,CHOCOLATES_CONFECTIONERY,36,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,HIGH_CALORIE"
0.3,7.2,0.0,0.0,44.3,220.4,1,0,0,2,ENERGY_DRINKS,40,"ARTIFICIAL_SWEETENER,LOW_FIBER"
3.8,59.1,32.4,1.0,526.3,107.7,1,1,1,3,CHOCOLATES_CONFECTIONERY,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
45.2,9.4,5.5,2.0,375.3,341.7,0,0,0,1,HEALTH_SUPPLEMENTS,75,NONE
16.7,14.2,13.8,5.2,383.2,377.3,1,1,0,3,PROTEIN_BAR,42,"ARTIFICIAL_SWEETENER,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
19.3,18.0,13.5,0.7,431.7,313.3,0,1,0,2,HEALTH_SUPPLEMENTS,36,"PRESERVATIVES,LOW_FIBER"
6.5,11.4,5.1,0.7,92.7,262.6,1,0,0,2,DAIRY_PRODUCTS,53,"ARTIFICIAL_SWEETENER,LOW_FIBER"
5.7,8.1,24.7,0.6,371.8,1181.6,1,1,0,4,FROZEN_FOODS,21,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.9,0.8,0.0,0.0,15.0,170.1,0,0,0,1,ENERGY_DRINKS,73,LOW_FIBER
12.2,8.8,7.4,10.8,359.6,287.5,0,0,0,0,BREAKFAST_CEREAL,86,NONE
5.7,6.0,21.5,0.3,438.1,1123.5,0,1,1,3,INSTANT_NOODLES_RTE,11,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.5,14.9,0.3,0.0,51.2,66.9,0,1,0,3,BEVERAGES,27,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
27.0,6.9,5.5,8.9,368.1,221.2,0,0,0,0,PROTEIN_BAR,85,NONE
3.8,49.5,33.8,0.9,554.8,163.9,0,1,0,4,CHOCOLATES_CONFECTIONERY,27,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
10.4,2.6,7.6,3.7,351.7,409.0,0,1,0,0,INSTANT_NOODLES_RTE,79,PRESERVATIVES
5.6,5.7,14.1,2.2,487.5,599.0,0,1,0,2,SNACKS,51,"PRESERVATIVES,HIGH_CALORIE"
22.5,7.8,6.6,14.8,342.6,140.7,0,0,0,1,PROTEIN_BAR,92,NONE
0.2,12.4,0.2,0.0,52.2,76.0,1,1,0,2,BEVERAGES,21,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
3.8,37.4,29.9,0.6,547.3,416.8,0,1,0,2,BISCUITS_COOKIES,6,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE"
4.6,6.8,23.8,0.9,451.2,1207.5,0,0,0,3,INSTANT_NOODLES_RTE,22,"HIGH_FAT,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
5.2,7.3,23.8,2.0,315.1,1126.7,0,1,1,4,FROZEN_FOODS,24,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
10.5,4.4,3.9,0.3,92.6,192.2,0,0,0,0,DAIRY_PRODUCTS,91,LOW_FIBER
1.9,2.7,0.4,0.5,22.4,17.4,0,0,0,0,BEVERAGES,63,LOW_FIBER
31.7,9.8,8.3,1.1,417.9,484.7,1,0,0,1,HEALTH_SUPPLEMENTS,62,"ARTIFICIAL_SWEETENER,LOW_FIBER"
0.3,6.0,0.0,0.0,44.0,177.3,1,0,0,2,ENERGY_DRINKS,45,"ARTIFICIAL_SWEETENER,LOW_FIBER"
14.8,27.0,23.3,4.1,457.4,682.4,0,0,1,2,PROTEIN_BAR,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,HIGH_CALORIE"
13.9,19.4,23.8,2.8,451.0,550.6,1,0,0,2,PROTEIN_BAR,18,"HIGH_FAT,ARTIFICIAL_SWEETENER,HIGH_CALORIE"
0.3,10.8,0.1,0.0,60.1,105.8,0,1,0,4,BEVERAGES,25,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
4.0,37.4,24.4,0.0,531.7,550.2,1,0,1,2,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE"
6.1,12.8,24.1,0.2,348.8,831.1,0,1,0,5,FROZEN_FOODS,26,"HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
10.7,5.8,1.3,1.9,76.1,109.9,0,0,0,0,DAIRY_PRODUCTS,84,LOW_FIBER
10.9,3.7,2.9,0.3,85.5,183.4,0,0,0,0,DAIRY_PRODUCTS,91,LOW_FIBER
4.6,8.3,19.5,0.5,302.2,1033.3,1,1,0,3,FROZEN_FOODS,29,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
5.1,41.4,26.9,2.4,523.3,95.4,1,1,0,2,CHOCOLATES_CONFECTIONERY,32,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE"
13.0,10.8,6.8,11.9,365.6,135.7,0,0,0,0,BREAKFAST_CEREAL,85,NONE
5.8,20.8,10.8,8.3,380.9,320.7,0,0,0,1,BREAKFAST_CEREAL,55,HIGH_SUGAR
0.0,15.0,0.0,0.0,58.5,113.3,0,1,0,4,BEVERAGES,25,"PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
3.9,6.9,24.2,0.9,493.7,1301.9,1,0,1,4,INSTANT_NOODLES_RTE,0,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
13.4,32.9,16.4,2.0,487.6,373.1,0,0,0,2,PROTEIN_BAR,21,"HIGH_SUGAR,HIGH_CALORIE"
12.7,2.9,5.2,4.4,376.5,500.1,0,0,0,0,INSTANT_NOODLES_RTE,88,NONE
8.9,12.0,11.0,5.1,392.1,324.7,1,0,0,1,BREAKFAST_CEREAL,54,ARTIFICIAL_SWEETENER
6.2,12.5,5.2,0.4,145.8,181.4,1,1,0,0,DAIRY_PRODUCTS,57,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
3.8,13.1,20.9,0.7,305.8,844.6,1,1,1,4,FROZEN_FOODS,1,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
4.5,59.2,39.5,0.1,564.2,99.5,1,0,1,2,CHOCOLATES_CONFECTIONERY,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE"
7.8,5.0,10.7,4.3,393.2,232.9,0,1,0,1,SNACKS,74,PRESERVATIVES
8.3,18.7,16.8,3.7,439.9,53.9,0,0,0,0,CHOCOLATES_CONFECTIONERY,81,NONE
3.6,5.4,5.4,1.3,132.3,463.8,0,0,0,1,SAUCES_SPREADS,63,LOW_FIBER
24.1,15.8,11.7,0.5,472.0,513.0,1,1,0,4,HEALTH_SUPPLEMENTS,24,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
14.7,4.8,8.9,7.0,204.4,490.7,0,0,0,0,FROZEN_FOODS,94,NONE
22.9,2.8,9.4,12.8,346.3,144.1,0,1,0,1,PROTEIN_BAR,94,PRESERVATIVES
6.4,4.8,16.8,3.8,457.4,567.5,1,1,0,1,SNACKS,51,"ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE"
12.4,8.1,2.8,14.7,365.9,160.5,0,0,0,0,BREAKFAST_CEREAL,95,NONE
3.9,63.6,37.6,1.1,530.8,118.8,1,1,0,2,CHOCOLATES_CONFECTIONERY,8,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE"
34.1,12.0,8.7,2.6,396.1,232.7,1,0,0,2,HEALTH_SUPPLEMENTS,59,ARTIFICIAL_SWEETENER
1.4,14.6,17.2,0.2,205.7,505.2,0,1,0,1,SAUCES_SPREADS,43,"PRESERVATIVES,LOW_FIBER"
77.5,2.6,7.7,7.8,331.4,270.8,0,0,0,0,HEALTH_SUPPLEMENTS,97,NONE
6.2,7.7,15.3,2.7,486.3,574.7,0,0,0,2,SNACKS,51,HIGH_CALORIE
80.2,1.7,5.1,6.8,320.3,149.2,0,0,0,0,HEALTH_SUPPLEMENTS,100,NONE
2.0,38.5,23.2,2.0,546.8,448.4,1,1,1,5,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
6.3,19.4,17.8,4.5,479.5,57.0,0,0,0,0,CHOCOLATES_CONFECTIONERY,72,HIGH_CALORIE
81.2,4.6,7.3,7.8,302.2,268.0,0,0,0,0,HEALTH_SUPPLEMENTS,97,NONE
8.2,1.5,9.3,4.1,376.0,516.3,0,0,0,0,INSTANT_NOODLES_RTE,84,NONE
4.3,50.6,33.5,1.8,576.8,183.9,1,1,0,4,CHOCOLATES_CONFECTIONERY,12,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
12.1,6.3,4.0,14.0,356.2,117.8,0,0,0,0,BREAKFAST_CEREAL,95,NONE
4.6,23.1,20.9,2.0,464.7,442.8,1,0,1,3,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
5.1,30.6,26.3,2.5,480.0,91.7,0,0,0,2,CHOCOLATES_CONFECTIONERY,53,"HIGH_SUGAR,HIGH_FAT,HIGH_CALORIE"
7.1,3.9,1.9,0.0,86.5,243.4,0,0,0,0,DAIRY_PRODUCTS,82,LOW_FIBER
0.3,12.5,0.4,0.0,62.4,213.6,0,0,0,2,BEVERAGES,29,LOW_FIBER
21.1,14.9,16.1,1.6,412.0,414.2,1,1,0,3,HEALTH_SUPPLEMENTS,33,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
7.5,3.9,14.2,3.8,414.3,739.0,0,1,0,3,INSTANT_NOODLES_RTE,62,"PRESERVATIVES,MANY_RISKY_INGREDIENTS"
3.3,6.6,24.3,0.2,564.3,761.0,0,1,0,4,SNACKS,25,"HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
63.6,1.9,6.0,2.9,309.5,252.9,0,0,0,0,HEALTH_SUPPLEMENTS,89,NONE
0.3,7.4,0.0,0.0,37.7,177.4,1,0,0,1,ENERGY_DRINKS,47,"ARTIFICIAL_SWEETENER,LOW_FIBER"
10.6,4.5,13.1,3.5,413.5,325.3,0,1,0,0,SNACKS,75,PRESERVATIVES
16.3,11.1,13.9,3.6,417.3,414.3,1,0,0,0,PROTEIN_BAR,53,ARTIFICIAL_SWEETENER
3.9,8.2,32.6,1.0,505.7,856.4,1,1,1,5,SNACKS,0,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
9.1,6.3,2.1,10.7,355.7,202.9,0,1,0,0,BREAKFAST_CEREAL,81,PRESERVATIVES
3.2,46.4,37.8,0.6,546.0,152.8,0,0,0,2,CHOCOLATES_CONFECTIONERY,28,"HIGH_SUGAR,HIGH_FAT,LOW_FIBER,HIGH_CALORIE"
3.9,7.0,27.4,1.5,508.1,838.9,0,1,1,4,SNACKS,10,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
4.9,2.7,4.4,1.5,155.7,326.8,0,0,0,1,SAUCES_SPREADS,74,LOW_FIBER
0.2,7.4,0.0,0.0,31.7,157.5,1,1,0,1,ENERGY_DRINKS,42,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
0.1,2.9,0.0,0.0,9.5,63.8,0,0,0,1,ENERGY_DRINKS,66,LOW_FIBER
3.9,29.0,22.1,1.9,497.6,502.8,1,1,0,5,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
56.0,11.6,5.7,1.6,416.1,421.0,1,0,0,1,HEALTH_SUPPLEMENTS,56,"ARTIFICIAL_SWEETENER,LOW_FIBER"
4.0,9.1,22.2,1.2,520.2,925.1,1,1,1,4,SNACKS,2,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.1,10.0,0.2,0.0,58.7,232.9,1,0,0,2,BEVERAGES,21,"ARTIFICIAL_SWEETENER,LOW_FIBER"
30.3,9.1,9.3,3.6,366.9,414.2,0,0,0,2,HEALTH_SUPPLEMENTS,77,NONE
6.7,2.9,9.6,4.2,383.8,314.7,0,1,0,1,SNACKS,73,PRESERVATIVES
12.8,17.5,16.7,7.0,407.6,479.8,1,0,0,0,PROTEIN_BAR,40,ARTIFICIAL_SWEETENER
0.3,10.3,0.0,0.0,54.3,384.2,1,1,0,2,ENERGY_DRINKS,16,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER"
9.5,6.7,16.3,2.4,286.7,574.5,1,1,0,3,FROZEN_FOODS,47,"ARTIFICIAL_SWEETENER,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
3.3,55.0,37.9,1.2,532.1,138.5,1,1,0,4,CHOCOLATES_CONFECTIONERY,4,"HIGH_SUGAR,HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
9.1,32.4,17.6,1.6,416.0,328.2,0,1,1,2,PROTEIN_BAR,0,"HIGH_SUGAR,TRANS_FAT,PRESERVATIVES,LOW_FIBER"
7.0,3.1,21.4,2.3,473.2,513.7,1,0,1,1,SNACKS,32,"HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,HIGH_CALORIE"
0.8,2.4,0.0,0.0,14.5,106.0,0,0,0,1,ENERGY_DRINKS,66,LOW_FIBER
0.3,2.7,0.0,0.0,6.2,174.3,0,0,0,0,ENERGY_DRINKS,68,LOW_FIBER
0.8,9.4,0.3,0.2,33.3,52.0,0,0,0,2,BEVERAGES,39,LOW_FIBER
3.6,4.2,14.0,3.2,483.9,578.7,0,0,0,3,SNACKS,61,"HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
0.2,29.5,25.0,0.1,305.4,1017.7,0,1,0,3,SAUCES_SPREADS,4,"HIGH_SUGAR,HIGH_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
9.9,5.7,16.0,3.6,291.1,623.6,1,0,0,1,FROZEN_FOODS,55,ARTIFICIAL_SWEETENER
0.0,9.7,0.7,0.2,43.7,115.9,1,0,0,0,BEVERAGES,35,"ARTIFICIAL_SWEETENER,LOW_FIBER"
4.0,60.5,39.5,1.6,556.7,178.6,1,1,1,4,CHOCOLATES_CONFECTIONERY,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
1.0,17.2,13.4,0.8,278.6,837.3,0,0,0,1,SAUCES_SPREADS,43,"LOW_FIBER,HIGH_SODIUM"
0.2,9.3,0.0,0.0,47.1,193.3,0,0,0,2,ENERGY_DRINKS,39,LOW_FIBER
2.8,26.0,14.1,2.6,427.1,690.4,0,1,0,3,BREAKFAST_CEREAL,19,"HIGH_SUGAR,PRESERVATIVES,MANY_RISKY_INGREDIENTS"
1.0,7.8,0.3,0.1,32.0,105.9,0,0,0,2,BEVERAGES,53,LOW_FIBER
5.6,11.7,18.1,0.4,366.2,993.6,0,1,1,5,FROZEN_FOODS,11,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
4.3,5.7,21.6,0.7,477.4,1606.8,0,1,1,5,INSTANT_NOODLES_RTE,0,"HIGH_FAT,TRANS_FAT,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
0.2,12.0,0.0,0.0,49.0,251.6,1,1,0,3,ENERGY_DRINKS,19,"ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,MANY_RISKY_INGREDIENTS"
3.6,12.6,26.0,0.8,557.0,893.1,1,0,0,4,SNACKS,16,"HIGH_FAT,ARTIFICIAL_SWEETENER,LOW_FIBER,HIGH_CALORIE,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
6.0,10.5,23.8,0.3,344.4,980.3,1,1,0,3,FROZEN_FOODS,22,"HIGH_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_SODIUM,MANY_RISKY_INGREDIENTS"
3.9,29.9,24.2,0.4,528.6,365.6,1,1,1,4,BISCUITS_COOKIES,0,"HIGH_SUGAR,HIGH_FAT,TRANS_FAT,ARTIFICIAL_SWEETENER,PRESERVATIVES,LOW_FIBER,HIGH_CALORIE,MANY_RISKY_INGREDIENTS"
7.9,8.5,20.2,3.2,449.0,504.3,0,0,0,3,SNACKS,53,"HIGH_FAT,MANY_RISKY_INGREDIENTS"
